퀴즈. 오사카의 지하철은 7개의 노선으로 구성되어 있다.,해설. 오사카의 지하철은 총 8개의 노선으로 이루어져 있다.
퀴즈. 오사카에는 ‘난카이 전철’과 ‘켄타츠 전철’이 있으며 이들 노선은 다른 노선으로 연결이 안되있어서 환승해야 한다.,해설. 난카이 전철과 켄타츠 전철은 오사카를 포함해 주변 지역을 연결한다.
퀴즈. 일본의 버스는 시간 요금제를 적용한다.,해설. 일본의 버스는 거리 기반 요금제로 책정이 된다.
퀴즈. 일본 택시의 문은 수동으로 열어야한다.,해설. 본 택시의 문은 자동으로 열기 때문에 수동으로 열지 않아도 된다.
퀴즈. 오사카의 지하철에서는 '스이카'와 '이코카' 카드는 편의점에서 충전이 가능하다.,해설. 지하철 카드는 편의점에서 충전이 불가능하며 지하철역에 와서 해야 한다.
퀴즈. 오사카의 지하철에는 영어 안내가 제공되지 않는다.,해설. 일본 지하철에는 관광객을 위한 편의를 위해 영어 안내가 제공이 된다.
퀴즈. 오사카에는 무료로 이용할 수 있는 자전거 대여 서비스가 있다.,해설. 오사카에는 무료 자전거 대여 서비스는 없고 유로 자전거 대여 서비스는 있다.
퀴즈. 오사카의 교통 카드인 '스이카'는 대중교통 이용에만 사용이 가능하다.,해설. ‘스이카’는 편의점과 상점에서는 이용이 가능하다.
퀴즈. 오사카의 주요 공항으로는 '오사카 국제공항'만 있다.,해설. 오사카의 공항은 현재 ‘오사카 국제공항’만이 있는 것이 아니라 ‘간사이 국제공항’도 있다.
퀴즈. 오사카에는 난카이 특급열차인 ‘하루카’와 JR공항특급열차인 ‘라피트’가 있다.,해설. 오사카에는 난카이 특급열차인 ‘라피트’와 JR공항특급열차인 ‘하루카’가 있다
