퀴즈. 상하이의 택시의 색깔은 일반적으로 노란색이다,"해설. 상하이에서 일반적으로 운행되는 택시는 주로 노란색으로, 쉽게 인식할 수 있다"
퀴즈. 상하이 지하철은 교통카드를 사용하는 것이 대체적으로 그렇다.,해설. 상하이 지하철에서는 교통카드 사용이 일반적이며 빠르고 편리하게 승차할 수 있다
퀴즈. 상하이에는 교통혼잡을 피하기 위해 전기차만 다닐 수 있는 허용되는 구역이 있다.,해설. 상하이는 환경 보호와 교통 혼잡 해소를 위해 전기차 전용 구역을 설정하고 있다
퀴즈. 상하이의 전기 스쿠터는 자전거 도로와 일반도로에서 주행이 가능하다.,해설. 상하이에서는 전기 스쿠터가 자전거 도로와 일반 도로에서 모두 주행할 수 있다
퀴즈. 상하이에는 공항과 시내를 연결하는 고속철도 서비스가 있다.,해설. 상하이에는 훙차오와 푸동 공항을 연결하는 고속철도 서비스가 운영되고 있어 편리하다
퀴즈. 상하이의 지하철은 전체적으로 노선 간 환승은 무료가 아니라 추가요금을 내야한다.,해설. 상하이 지하철에서 노선 간 환승 시 추가 요금이 부과된다
퀴즈. 상하이에서 대중교통 카드가 아닌 다른 방식으로 결제를 해야한다.,해설. 상하이에서는 대중교통 카드 외에도 현금이나 카드로 결제할 수 있다
퀴즈. 중국의 대중교통에서 사용하는 ‘IC 카드’는 전 지역에서 호환되지않는다.,해설. 중국의 IC 카드는 도시마다 다르기 때문에 다른 지역에서는 호환되지 않는다
퀴즈. 중국의 주요 도시에서 자전거 공유 서비스는 한국과 비슷하게 주로 스마트폰 앱을 통해 이용이 가능하다.,"해설. OFO, Mobike와 같은 앱을 통해 중국의 주요 도시에서도 자전거 공유 서비스를 쉽게 이용할 수 있다"
퀴즈. 중국의 고속철도 네트워크는 세계에서 가장 길다. ,해설. 중국의 고속철도 네트워크는 세계에서 가장 길며 고속철도(HSR)는 효율적인 교통 수단으로 자리 잡고 있다
