퀴즈. 상하이에는 10개의 지하철 노선이 있다.,해설. 상하이 지하철은 현재 20개 이상의 노선이 운영되고 있다.
퀴즈. 상하이의 지하철에서 ‘지하철 카드’는 사용할 수 없다.,해설. 상하이 지하철에서는 ‘상하이 교통 카드(SMIC)’를 비롯한 다양한 지하철 카드를 사용할 수 있다.
퀴즈. 상하이의 버스는 거리 기반 요금제를 적용한다.,해설. 상하이의 버스 요금은 대부분 정액제로 운영된다.
퀴즈. 상하이의 택시는 미터기 기반이 아니라 정액제로 운영된다.,해설. 상하이의 택시는 미터기를 사용하여 요금을 계산한다.
퀴즈. 상하이에서 '차오카드'와 '윈카드'는 모두 대중교통에 사용할 수 없다.,해설. ‘차오카드’와 ‘윈카드’는 상하이에서 대중교통과 쇼핑 등에 사용할 수 있는 교통 카드이다.
퀴즈. 상하이 지하철에는 영어 안내가 제공되지 않는다.,해설. 상하이 지하철에서는 영어 안내가 제공되어 외국인 여행자들이 편리하게 이용할 수 있다.
퀴즈. 상하이에는 무료로 이용할 수 있는 자전거 대여 서비스는 없다.,해설. 상하이에는 ‘Mobike’ ‘Ofo’와 같은 무료로 자전거를 대여할 수 있는 서비스가 있습니다. (최근에는 유료 서비스가 일반적이지만 여전히 다양한 대여 옵션이 존재한다.)
퀴즈. 상하이의 교통 카드인 '차오카드'는 대중교통과 쇼핑에서 사용할 수 없다.,해설. '차오카드'는 상하이의 대중교통과 일부 상점에서 사용 가능하다.
퀴즈. 상하이의 주요 공항으로는 '상하이 동방 공항'과 '상하이 서방 공항'이 있다.,해설. 상하이의 주요 공항은 ‘상하이 푸동 국제공항’과 ‘상하이 홍차오 국제공항’이다. ‘상하이 동방 공항’과 ‘상하이 서방 공항’은 존재하지 않다.
퀴즈. 상하이에는 고속철도와 같은 기차가 없다.,해설. 상하이에는 중국의 고속철도망이 있으며 특히 상하이와 베이징 상하이와 항저우를 연결하는 고속철도가 운영되고 있다.
